image_src,item,rarity,recycles_to,sell_price,stack_size,category,uses,found_in
/w/images/thumb/9/92/Chemicals.png/75px-Chemicals.png.webp,Chemicals,Common,Cannot be recycled,50,50,Basic Material,Workshop | Explosives Station 1 (50x) | Projects | Expedition 3 (100x),Mechanical | Medical | Residential
/w/images/thumb/3/33/Coffee_Pot.png/75px-Coffee_Pot.png.webp,Coffee Pot,Common,Cannot be recycled,1000,3,Trinket,Projects | Expedition 3 (1x),
/w/images/thumb/1/14/Combat_Mk._1.png/75px-Combat_Mk._1.png.webp,Combat Mk. 1,Uncommon,3x Plastic Parts | 3x Rubber Parts,640,1,Augment,,
/w/images/thumb/5/54/Combat_Mk._2.png/75px-Combat_Mk._2.png.webp,Combat Mk. 2,Rare,1x Electrical Components | 1x Magnet,2000,1,Augment,,
/w/images/thumb/a/a4/Combat_Mk._3_%28Aggressive%29.png/75px-Combat_Mk._3_%28Aggressive%29.png.webp,Combat Mk. 3 (Aggressive),Epic,1x Advanced Electrical Components | 1x Processor,5000,1,Augment,,
/w/images/thumb/7/73/Combat_Mk._3_%28Flanking%29.png/75px-Combat_Mk._3_%28Flanking%29.png.webp,Combat Mk. 3 (Flanking),Epic,Cannot be recycled,5000,1,Augment,,
/w/images/thumb/c/c8/Comet_Igniter.png/75px-Comet_Igniter.png.webp,Comet Igniter,Rare,2x ARC Alloy | 2x Crude Explosives,1000,3,Recyclable,,
/w/images/thumb/5/5f/Compensator_I.png/75px-Compensator_I.png.webp,Compensator I,Common,5x Metal Parts,640,1,Mods,,
/w/images/thumb/0/0a/Compensator_II.png/75px-Compensator_II.png.webp,Compensator II,Uncommon,1x Mechanical Components | 1x Wires,2000,1,Mods,,
/w/images/thumb/a/af/Compensator_III.png/75px-Compensator_III.png.webp,Compensator III,Rare,1x Mod Components | 2x Wires,5000,1,Mods,,
/w/images/thumb/3/3d/Complex_Gun_Parts.png/75px-Complex_Gun_Parts.png.webp,Complex Gun Parts,Epic,3x Simple Gun Parts,3000,3,Topside Material,,
/w/images/thumb/4/40/Coolant.png/75px-Coolant.png.webp,Coolant,Rare,2x Oil | 5x Chemicals,1000,3,Recyclable,,
/w/images/thumb/7/7f/Cooling_Coil.png/75px-Cooling_Coil.png.webp,Cooling Coil,Rare,2x Steel Spring | 6x Chemicals,1000,3,Recyclable,Projects | Expedition 2 (4x),
/w/images/thumb/1/13/Cooling_Fan.png/75px-Cooling_Fan.png.webp,Cooling Fan,Rare,14x Plastic Parts | 4x Wires,2000,3,Recyclable,Projects | Expedition 1 (5x),
/w/images/thumb/9/9a/Cracked_Bioscanner.png/75px-Cracked_Bioscanner.png.webp,Cracked Bioscanner,Rare,3x Battery | 3x Rubber Parts,1000,3,Recyclable,Workshop | Medical Lab 2 (2x),Medical
/w/images/thumb/f/fc/Crude_Explosives.png/75px-Crude_Explosives.png.webp,Crude Explosives,Uncommon,3x Chemicals,270,10,Refined Material,Workshop | Explosives Station 2 (5x),Industrial | Security
/w/images/thumb/8/8e/Crumpled_Plastic_Bottle.png/75px-Crumpled_Plastic_Bottle.png.webp,Crumpled Plastic Bottle,Uncommon,4x Plastic Parts,270,3,Recyclable,,
/w/images/thumb/4/49/Dam_Battlegrounds_Key.png/75px-Dam_Battlegrounds_Key.png.webp,Dam Control Tower Key,Epic,Cannot be recycled,100,1,Key,,
/w/images/thumb/4/49/Dam_Battlegrounds_Key.png/75px-Dam_Battlegrounds_Key.png.webp,Dam Controlled Access Zone Key,Rare,Cannot be recycled,100,1,Key,,
/w/images/thumb/4/49/Dam_Battlegrounds_Key.png/75px-Dam_Battlegrounds_Key.png.webp,Dam Staff Room Key,Uncommon,Cannot be recycled,100,1,Key,,
/w/images/thumb/4/49/Dam_Battlegrounds_Key.png/75px-Dam_Battlegrounds_Key.png.webp,Dam Surveillance Key,Uncommon,Cannot be recycled,100,1,Key,,
/w/images/thumb/4/49/Dam_Battlegrounds_Key.png/75px-Dam_Battlegrounds_Key.png.webp,Dam Testing Annex Key,Rare,Cannot be recycled,100,1,Key,,
/w/images/thumb/4/49/Dam_Battlegrounds_Key.png/75px-Dam_Battlegrounds_Key.png.webp,Dam Utility Key,Uncommon,Cannot be recycled,100,1,Key,,
/w/images/thumb/9/9e/Damaged_ARC_Motion_Core.png/75px-Damaged_ARC_Motion_Core.png.webp,Damaged ARC Motion Core,Uncommon,2x ARC Alloy,640,5,Recyclable,,
/w/images/thumb/5/58/Damaged_ARC_Powercell.png/75px-Damaged_ARC_Powercell.png.webp,Damaged ARC Powercell,Common,1x ARC Alloy,293,5,Recyclable,,
/w/images/thumb/d/d8/Damaged_Fireball_Burner.png/75px-Damaged_Fireball_Burner.png.webp,Damaged Fireball Burner,Common,1x ARC Alloy,270,3,Recyclable,,
/w/images/thumb/1/1f/Damaged_Heat_Sink.png/75px-Damaged_Heat_Sink.png.webp,Damaged Heat Sink,Rare,2x Wires | 6x Metal Parts,1000,3,Recyclable,Workshop | Utility Station 2 (2x),Technological
/w/images/thumb/9/96/Damaged_Hornet_Driver.png/75px-Damaged_Hornet_Driver.png.webp,Damaged Hornet Driver,Common,2x ARC Alloy,640,3,Recyclable,,
/w/images/thumb/0/0a/Damaged_Leaper_Pulse_Unit.png/75px-Damaged_Leaper_Pulse_Unit.png.webp,Damaged Leaper Pulse Unit,Common,3x ARC Alloy,1000,3,Recyclable,,
/w/images/thumb/3/3a/Damaged_Rocketeer_Driver.png/75px-Damaged_Rocketeer_Driver.png.webp,Damaged Rocketeer Driver,Common,3x ARC Alloy,1000,3,Recyclable,,
/w/images/thumb/8/83/Damaged_Snitch_Scanner.png/75px-Damaged_Snitch_Scanner.png.webp,Damaged Snitch Scanner,Common,Cannot be recycled,659,3,Recyclable,,
/w/images/thumb/d/d6/Damaged_Tick_Pod.png/75px-Damaged_Tick_Pod.png.webp,Damaged Tick Pod,Common,1x ARC Alloy,270,3,Recyclable,,
/w/images/thumb/e/e6/Damaged_Wasp_Driver.png/75px-Damaged_Wasp_Driver.png.webp,Damaged Wasp Driver,Common,1x ARC Alloy,270,3,Recyclable,,
/w/images/thumb/4/4d/Dart_Board.png/75px-Dart_Board.png.webp,Dart Board,Uncommon,Cannot be recycled,2000,3,Trinket,,
/w/images/thumb/c/c7/Deadline.png/75px-Deadline.png.webp,Deadline,Epic,1x ARC Circuitry | 1x Explosive Compound,6000,1,Quick Use,,
/w/images/thumb/5/5f/Defibrillator.png/75px-Defibrillator.png.webp,Defibrillator,Rare,1x Moss | 1x Plastic Parts,1000,3,Quick Use,,
/w/images/thumb/7/7c/Deflated_Football.png/75px-Deflated_Football.png.webp,Deflated Football,Uncommon,9x Fabric | 9x Rubber Parts,1000,3,Recyclable,Quests | The League (1x),
/w/images/thumb/3/37/Degraded_ARC_Rubber.png/75px-Degraded_ARC_Rubber.png.webp,Degraded ARC Rubber,Uncommon,11x Rubber Parts,640,3,Recyclable,,
/w/images/thumb/1/1a/Diving_Goggles.png/75px-Diving_Goggles.png.webp,Diving Goggles,Rare,12x Rubber Parts,640,3,Recyclable,,
/w/images/thumb/c/c5/Dog_Collar.png/75px-Dog_Collar.png.webp,Dog Collar,Rare,1x Metal Parts | 8x Fabric,640,3,Recyclable,Workshop | Scrappy 2 (1x),Residential
/w/images/thumb/9/91/Doodly_Duck.png/75px-Doodly_Duck.png.webp,Doodly Duck,Rare,Cannot be recycled,3000,15,Trinket,,
/w/images/thumb/6/68/Door_Blocker.png/75px-Door_Blocker.png.webp,Door Blocker,Common,2x Metal Parts,270,3,Quick Use,,
/w/images/thumb/0/0b/Dried-Out_ARC_Resin.png/75px-Dried-Out_ARC_Resin.png.webp,Dried-Out ARC Resin,Uncommon,9x Plastic Parts,640,3,Recyclable,,
/w/images/thumb/4/4e/Duct_Tape.png/75px-Duct_Tape.png.webp,Duct Tape,Uncommon,3x Fabric,300,15,Topside Material,,
/w/images/thumb/2/25/Durable_Cloth.png/75px-Durable_Cloth.png.webp,Durable Cloth,Uncommon,6x Fabric,640,10,Refined Material,Workshop | Medical Lab 2 (5x) | Quests | Doctor's Orders (1x) | Projects | Expedition 1 (35x) | Expedition 2 (35x) | Expedition 3 (30x),Commercial | Medical
/w/images/thumb/0/06/Electrical_Components.png/75px-Electrical_Components.png.webp,Electrical Components,Uncommon,3x Plastic Parts | 3x Rubber Parts,640,10,Refined Material,Workshop | Gear Bench 2 (5x) | Utility Station 2 (5x) | Quests | Fragmented Logs (1x) | Projects | Expedition 1 (30x) | Expedition 2 (20x) | Expedition 3 (20x),Electrical
/w/images/thumb/e/e1/Empty_Wine_Bottle.png/75px-Empty_Wine_Bottle.png.webp,Empty Wine Bottle,Common,Cannot be recycled,1000,5,Trinket,,
/w/images/thumb/0/08/Energy_Clip.png/75px-Energy_Clip.png.webp,Energy Clip,Rare,Cannot be recycled,200,5,Ammunition,,
/w/images/thumb/1/1b/Exodus_Modules.png/75px-Exodus_Modules.png.webp,Exodus Modules,Epic,2x Magnet | 2x Processor,2750,3,Topside Material,Projects | Expedition 1 (1x) | Expedition 2 (1x) | Expedition 3 (1x) | Trophy Display (5x),Exodus
/w/images/thumb/9/91/Expired_Pasta.png/75px-Expired_Pasta.png.webp,Expired Pasta,Common,Cannot be recycled,1000,15,Trinket,,
/w/images/thumb/b/ba/Expired_Respirator.png/75px-Expired_Respirator.png.webp,Expired Respirator,Rare,4x Fabric | 8x Rubber Parts,640,3,Recyclable,Projects | Trophy Display (3x),Medical
/w/images/thumb/1/11/Explosive_Compound.png/75px-Explosive_Compound.png.webp,Explosive Compound,Rare,2x Crude Explosives,1000,5,Refined Material,Workshop | Explosives Station 3 (5x),Industrial | Security
/w/images/thumb/2/22/Explosive_Mine.png/75px-Explosive_Mine.png.webp,Explosive Mine,Rare,1x Sensors | 2x Oil,1500,3,Quick Use,,
/w/images/thumb/2/2f/Extended_Barrel.png/75px-Extended_Barrel.png.webp,Extended Barrel,Epic,1x Mod Components | 1x Wires,5000,1,Mods,,
/w/images/thumb/2/23/Extended_Light_Mag_I.png/75px-Extended_Light_Mag_I.png.webp,Extended Light Mag I,Common,6x Plastic Parts,640,1,Mods,,
/w/images/thumb/c/cf/Extended_Light_Mag_II.png/75px-Extended_Light_Mag_II.png.webp,Extended Light Mag II,Uncommon,1x Mechanical Components | 1x Steel Spring,2000,1,Mods,,
/w/images/thumb/4/40/Extended_Light_Mag_III.png/75px-Extended_Light_Mag_III.png.webp,Extended Light Mag III,Rare,1x Mod Components | 2x Steel Spring,5000,1,Mods,,
/w/images/thumb/4/44/Extended_Medium_Mag_I.png/75px-Extended_Medium_Mag_I.png.webp,Extended Medium Mag I,Common,6x Plastic Parts,640,1,Mods,,
/w/images/thumb/5/50/Extended_Medium_Mag_II.png/75px-Extended_Medium_Mag_II.png.webp,Extended Medium Mag II,Uncommon,1x Mechanical Components | 1x Steel Spring,2000,1,Mods,,
/w/images/thumb/a/a1/Extended_Medium_Mag_III.png/75px-Extended_Medium_Mag_III.png.webp,Extended Medium Mag III,Rare,1x Mod Components | 2x Steel Spring,5000,1,Mods,,
/w/images/thumb/9/9b/Extended_Shotgun_Mag_I.png/75px-Extended_Shotgun_Mag_I.png.webp,Extended Shotgun Mag I,Common,6x Plastic Parts,640,1,Mods,,
/w/images/thumb/4/4f/Extended_Shotgun_Mag_II.png/75px-Extended_Shotgun_Mag_II.png.webp,Extended Shotgun Mag II,Uncommon,1x Mechanical Components | 1x Steel Spring,2000,1,Mods,,
/w/images/thumb/7/77/Extended_Shotgun_Mag_III.png/75px-Extended_Shotgun_Mag_III.png.webp,Extended Shotgun Mag III,Rare,1x Mod Components | 2x Steel Spring,5000,1,Mods,,
/w/images/thumb/2/2b/Fabric.png/75px-Fabric.png.webp,Fabric,Common,Cannot be recycled,50,50,Basic Material,Workshop | Gear Bench 1 (30x) | Medical Lab 1 (50x),Commercial | Medical | Residential
/w/images/thumb/0/0c/Faded_Photograph.png/75px-Faded_Photograph.png.webp,Faded Photograph,Common,Cannot be recycled,640,15,Trinket,,
/w/images/thumb/4/4f/Familiar_Duck.png/75px-Familiar_Duck.png.webp,Familiar Duck,Epic,Cannot be recycled,7000,15,Trinket,,
/w/images/thumb/2/25/Fertilizer.png/75px-Fertilizer.png.webp,Fertilizer,Uncommon,2x Assorted Seeds,1000,5,Nature,,
/w/images/thumb/4/44/Film_Reel.png/75px-Film_Reel.png.webp,Film Reel,Rare,Cannot be recycled,2000,3,Trinket,,
/w/images/thumb/9/94/Fine_Wristwatch.png/75px-Fine_Wristwatch.png.webp,Fine Wristwatch,Rare,Cannot be recycled,3000,3,Trinket,,
/w/images/thumb/8/8b/Fireball_Burner.png/75px-Fireball_Burner.png.webp,Fireball Burner,Uncommon,1x ARC Alloy | 1x Crude Explosives,640,3,Recyclable,Workshop | Refiner 2 (8x) | Quests | Test Case (1x),ARC
/w/images/thumb/8/86/Firecracker.png/75px-Firecracker.png.webp,Firecracker,Common,3x Plastic Parts,270,5,Quick Use,,
/w/images/thumb/0/04/Firefly_Burner.png/75px-Firefly_Burner.png.webp,Firefly Burner,Rare,2x ARC Alloy | 2x Crude Explosives,1000,3,Recyclable,Quests | Test Case (1x) | Projects | Expedition 3 (5x),ARC
/w/images/thumb/0/0f/Fireworks_Box.png/75px-Fireworks_Box.png.webp,Fireworks Box,Rare,1x Explosive Compound,2000,1,Quick Use,,
/w/images/thumb/7/73/Flame_Spray.png/75px-Flame_Spray.png.webp,Flame Spray,Uncommon,1x Canister | 1x Fireball Burner,2000,1,Quick Use,,
/w/images/thumb/f/f1/Flashy_Duck.png/75px-Flashy_Duck.png.webp,Flashy Duck,Rare,Cannot be recycled,3000,15,Trinket,,
/w/images/thumb/b/b6/Flow_Controller.png/75px-Flow_Controller.png.webp,Flow Controller,Rare,1x Advanced Mechanical Components | 1x Sensors,3000,3,Recyclable,Quests | Snap And Salvage (1x),
/w/images/thumb/8/81/Fossilized_Lightning.png/75px-Fossilized_Lightning.png.webp,Fossilized Lightning,Epic,3x Explosive Compound,4000,1,Nature,,
/w/images/thumb/c/cf/Free_Loadout_Augment.png/75px-Free_Loadout_Augment.png.webp,Free Loadout Augment,Common,6x Plastic Parts | 6x Rubber Parts,100,1,Augment,,
/w/images/thumb/3/36/Frequency_Modulation_Box.png/75px-Frequency_Modulation_Box.png.webp,Frequency Modulation Box,Rare,1x Advanced Electrical Components | 1x Speaker Component,3000,3,Recyclable,Projects | Expedition 2 (5x),
/w/images/thumb/2/29/Fried_Motherboard.png/75px-Fried_Motherboard.png.webp,Fried Motherboard,Rare,2x Electrical Components | 5x Plastic Parts,2000,3,Recyclable,Workshop | Utility Station 3 (3x),Technological
/w/images/thumb/5/5a/Fruit_Mix.png/75px-Fruit_Mix.png.webp,Fruit Mix,Uncommon,Cannot be recycled,1800,5,Quick Use,,
/w/images/thumb/7/74/Frying_Pan.png/75px-Frying_Pan.png.webp,Frying Pan,Rare,8x Metal Parts,640,3,Recyclable,,
/w/images/thumb/8/88/Garlic_Press.png/75px-Garlic_Press.png.webp,Garlic Press,Uncommon,12x Metal Parts,1000,3,Recyclable,,
/w/images/thumb/f/fe/Gas_Grenade.png/75px-Gas_Grenade.png.webp,Gas Grenade,Common,1x Chemicals | 1x Rubber Parts,270,3,Quick Use,,
/w/images/thumb/3/33/Gas_Grenade_Trap.png/75px-Gas_Grenade_Trap.png.webp,Gas Grenade Trap,Common,Cannot be recycled,300,3,Quick Use,,
/w/images/thumb/c/ce/Gas_Mine.png/75px-Gas_Mine.png.webp,Gas Mine,Common,1x Chemicals | 1x Rubber Parts,270,3,Quick Use,,
/w/images/thumb/3/37/Geiger_Counter.png/75px-Geiger_Counter.png.webp,Geiger Counter,Epic,1x Exodus Modules | 3x Battery,3500,3,Recyclable,Projects | Trophy Display (3x),Exodus
/w/images/thumb/c/c4/Gentle_Duck.png/75px-Gentle_Duck.png.webp,Gentle Duck,Uncommon,Cannot be recycled,1000,15,Trinket,,
/w/images/thumb/0/0d/Great_Mullein.png/75px-Great_Mullein.png.webp,Great Mullein,Uncommon,2x Assorted Seeds,300,15,Topside Material,Quests | Doctor's Orders (1x),
/w/images/thumb/2/27/Green_Light_Stick.png/75px-Green_Light_Stick.png.webp,Green Light Stick,Common,1x Chemicals,150,5,Quick Use,,
/w/images/thumb/0/0f/Headphones.png/75px-Headphones.png.webp,Headphones,Rare,1x Speaker Component | 7x Rubber Parts,1000,3,Recyclable,,
